date,kitzmiller,barnum,barton,bloomington,luke,por,monoc_jug,goose,seneca,lfalls
2022-07-13T04:00:00Z,1125,224,4.96,53,293,1016,87,24,93,727.405
2022-07-13T05:00:00Z,1100,226.25,5.185,53,290,1008,88,24,93,736.405
2022-07-13T06:00:00Z,1020.75,225.5,5.925,53,293,993,88,24,81,768.405
2022-07-13T07:00:00Z,915.75,225.5,6.27,53,291,985,88,23,68,821.405
2022-07-13T08:00:00Z,820,224,6.449999999999999,53,289.25,978,88,23,58,839.405
2022-07-13T09:00:00Z,734.75,225.5,6.449999999999999,53,291.25,969,89,23,50,849.405
2022-07-13T10:00:00Z,662.5,225.5,6.27,53,289.5,963,91,23,43,839.405
2022-07-13T11:00:00Z,596,224.75,6.27,53,291.6666666666667,957,97,23,38,821.405
2022-07-13T12:00:00Z,536,224.75,6.182499999999999,53,290.25,957,105,24,35,817.405
2022-07-13T13:00:00Z,484.5,225.5,5.92,53,290.6666666666667,957,112,24,32,817.405
2022-07-13T14:00:00Z,440.5,225.5,5.92,53,289.5,955,117,25,31,804.405
2022-07-13T15:00:00Z,401.5,224.75,5.92,53,293,957,120,25,30,808.405
2022-07-13T16:00:00Z,372.75,225.5,5.92,53,293,957,124,25,30,799.405
2022-07-13T17:00:00Z,346.75,225.75,5.59,53,293,961,138,25,31,786.405
2022-07-13T18:00:00Z,322.5,229,5.59,53,289,976,184,25,31,782.405
2022-07-13T19:00:00Z,303.75,227,5.5075,53,291,987,252,25,30,777.405
2022-07-13T20:00:00Z,285,224.75,5.26,53,289,997,303,25,29,767.405
2022-07-13T21:00:00Z,270,224,5.26,53,286,1010,321,25,28,767.405
2022-07-13T22:00:00Z,254.25,224,5.109999999999999,53,NA,1021,320,25,29,753.405
2022-07-13T23:00:00Z,243,224.75,4.96,53,289,1024,310,25,29,744.405
2022-07-14T00:00:00Z,232.25,224.75,4.96,53,289,1029,297,25,28,731.405
2022-07-14T01:00:00Z,221,224.75,4.735,53,286,1035,282,25,27,718.405
2022-07-14T02:00:00Z,212.5,224.75,4.66,53,288,1035,268,25,28,701.405
2022-07-14T03:00:00Z,203,225.5,4.66,53,286,1035,254,25,28,696.405
2022-07-14T04:00:00Z,194.5,224.75,4.66,53,289,1035,243,25,29,688.405
2022-07-14T05:00:00Z,186.25,225.5,4.66,53,289,1040,232,25,29,859.405
2022-07-14T06:00:00Z,179.25,224,4.66,53,290.6666666666667,1046,221,25,29,904.405
2022-07-14T07:00:00Z,172.5,226.25,4.45,53,290.6666666666667,1053,211,25,29,862.405
2022-07-14T08:00:00Z,166.25,224.75,4.38,53,286,1059,201,26,27,790.405
2022-07-14T09:00:00Z,160,224.75,4.38,53,287.5,1072,193,26,27,736.405
2022-07-14T10:00:00Z,155,225.5,4.38,53,293,1085,185,26,26,714.405
2022-07-14T11:00:00Z,151,224,4.38,53,289.3333333333333,1098,177,26,25,696.405
2022-07-14T12:00:00Z,149.5,224,4.38,53,288.3333333333333,1106,172,27,23,688.405
2022-07-14T13:00:00Z,146.75,225.5,4.38,53,293,1115,166,27,22,675.405
2022-07-14T14:00:00Z,144.5,226.25,4.31,53,291,1121,160,26,22,657.405
2022-07-14T15:00:00Z,141.25,224.75,4.1,53,293,1132,156,26,22,657.405
2022-07-14T16:00:00Z,138,225.5,4.1,53,291.6666666666667,1132,151,26,21,649.405
2022-07-14T17:00:00Z,134.25,227.25,4.1,53,286,1125,148,25,23,657.405
2022-07-14T18:00:00Z,130.5,229,4.1,53,290.3333333333333,1121,144,25,24,662.405
2022-07-14T19:00:00Z,127.5,226.25,4.1,53,289,1119,140,25,24,675.405
2022-07-14T20:00:00Z,124.5,226.25,4.1,53,287.5,1112,136,24,24,692.405
2022-07-14T21:00:00Z,120,224,3.905,53,290,1111,133,24,23,718.405
2022-07-14T22:00:00Z,118,226.25,3.84,53,289,1100,130,23,24,736.405
2022-07-14T23:00:00Z,115.5,224,3.84,53,289,1093,127,23,22,753.405
2022-07-15T00:00:00Z,112.5,225.5,3.7199999999999998,53,289,1082,124,23,22,762.405
2022-07-15T01:00:00Z,110.5,224,3.6,53,289,1076,121,23,22,782.405
2022-07-15T02:00:00Z,108.5,224.75,3.6,53,288.25,1067,118,22,22,782.405
2022-07-15T03:00:00Z,106.5,224.75,3.6,53,290,1057,116,22,23,799.405
2022-07-15T04:00:00Z,104.5,224.75,3.6,53,289,1042,114,22,23,804.405
2022-07-15T05:00:00Z,103,224.75,3.6,53,290,1033,112,21,22,817.405
2022-07-15T06:00:00Z,102.5,224.75,3.6,53,290,1025,110,21,23,808.405
2022-07-15T07:00:00Z,101,224.75,3.6,53,291,1016,108,21,23,817.405
2022-07-15T08:00:00Z,100.1,224.75,3.6,53,289,1010,106,21,22,817.405
2022-07-15T09:00:00Z,99.2,224,3.6,53,290,1003,105,21,22,817.405
2022-07-15T10:00:00Z,97.775,226.25,3.6,53,292,995,104,21,20,808.405
2022-07-15T11:00:00Z,96.85,224.75,3.6,53,291,990,102,20,19,799.405
2022-07-15T12:00:00Z,95.5,224.75,3.6,53,289,989,101,20,18,789.405
2022-07-15T13:00:00Z,94.55,224.75,3.6,53,290,982,100,20,18,779.405
2022-07-15T14:00:00Z,93.14999999999999,225.5,3.6,53,289,980,98,20,17,766.405
2022-07-15T15:00:00Z,91.8,224.75,3.6,53,291,980,97,20,19,766.405
2022-07-15T16:00:00Z,90.45,224,3.6,53,291.6666666666667,980,96,19,19,753.405
2022-07-15T17:00:00Z,89.1,225.75,3.36,53,290,980,95,19,23,749.405
2022-07-15T18:00:00Z,88.2,228,3.36,53,289,980,94,19,21,744.405
2022-07-15T19:00:00Z,86.925,226.25,3.36,53,290,980,94,19,21,744.405
2022-07-15T20:00:00Z,86.05,224.75,3.36,53,290.3333333333333,980,93,19,22,740.405
2022-07-15T21:00:00Z,84.7,224,3.13,53,289,969,92,19,21,740.405
2022-07-15T22:00:00Z,83.85,224,3.13,53,289,961,91,19,20,727.405
2022-07-15T23:00:00Z,83,224,3.13,53,289,955,90,19,21,722.405
2022-07-16T00:00:00Z,81.3,224.75,3.13,53,290,944,89,19,20,709.405
2022-07-16T01:00:00Z,81.3,224.75,3.13,53,291,933,88,19,20,696.405
2022-07-16T02:00:00Z,79.7,224.75,2.9725,53,292,921,87,19,19,683.405
2022-07-16T03:00:00Z,79.7,224.75,2.92,53,290,912,86,20,20,679.405
2022-07-16T04:00:00Z,78,224.75,2.92,53,291.6666666666667,902,85,20,21,675.405
2022-07-16T05:00:00Z,78,225.5,2.92,53,292,893,85,20,21,657.405
2022-07-16T06:00:00Z,76.80000000000001,226.25,2.92,53,291,883,84,20,21,649.405
2022-07-16T07:00:00Z,76.4,225.5,2.92,53,292,879,83,19,21,640.405
2022-07-16T08:00:00Z,75.6,224,2.92,53,292,870,82,19,20,627.405
2022-07-16T09:00:00Z,74.8,224.75,2.92,53,293,862,82,19,19,619.405
