date_time,unity,cattail,hawlings,kitzmiller,barnum,barton,bloomington,luke,wills,nbp_cumb,patterson,sbr,town,pawpaw,sideling,cacapon,hancock,conoco,opequon,antietam,shen_mill,por,monoc_jug,bennett,goose,seneca,lfalls,cedar
2022-07-24,3,2,2,16,64,1,13,120,12,98,3,44,2,176,0,26,218,32,26,49,243,698,44,3,14,14,192.3325000000001,3
2022-07-25,3,2,2,30,62,2,13,120,13,103,4,49,2,176,0,23,201,38,26,43,238,682,42,3,12,15,207.3325000000001,4
2022-07-26,3,2,2,39,59,3,11,120,12,110,7,62,2,194,0,24,198,36,28,43,226,665,42,3,17,15,232.3325000000001,8
2022-07-27,3,2,2,26,60,2,14,120,12,96,5,61,2,200,0,35,219,34,26,43,228,640,44,3,17,15,167.3325000000001,4
2022-07-28,3,2,2,22,62,1,14,120,11,97,4,52,2,184,0,30,229,33,25,42,226,652,43,3,14,14,142.3325000000001,3
2022-07-29,3,2,3,22,60,3,14,120,15,106,4,58,3,180,0,26,217,32,25,42,218,640,41,4,14,16,175.3325000000001,3
2022-07-30,3,3,3,40,56,4,13,120,15,102,5,72,3,208,1,24,208,48,25,44,229,658,41,5,15,23,167.3325000000001,3
2022-07-31,3,3,2,28,56,2,14,120,16,98,4,66,4,204,1,26,230,40,24,41,241,690,52,4,17,17,147.3325000000001,3
2022-08-01,5,4,3,23,56,5,13,120,23,108,4,56,4,206,1,27,234,58,40,49,240,742,81,9,18,26,212.3325000000001,3
2022-08-02,3,2,2,29,56,3,13,120,22,105,4,60,6,200,1,27,230,58,35,47,255,740,92,4,29,19,375.3325000000001,3
2022-08-03,3,2,2,30,58,2,13,120,18,99,3,102,5,218,1,26,220,48,33,42,225,738,71,4,20,16,295.3325000000001,2
2022-08-04,4,5,4,20,58,2,12,120,76,149,3,78,5,218,1,26,239,42,28,42,228,722,60,3,14,15,252.3325000000001,2
2022-08-05,12,12,8,23,58,6,12,120,100,180,3,66,4,285,1,27,242,43,50,47,255,752,54,5,59,43,637.3325000000001,5
2022-08-06,6,6,4,31,61,11,12,120,120,218,5,87,8,340,4,24,338,45,53,42,260,840,47,4,46,21,490.3325000000001,5
2022-08-07,4,4,2,36,63,6,12,120,80,168,5,152,10,360,3,59,395,42,36,40,282,852,52,3,27,17,365.3325000000001,3
2022-08-08,3,3,2,23,64,4,12,120,48,135,5,189,8,360,5,78,450,37,31,40,246,888,48,3,19,16,320.3325000000001,2
2022-08-09,3,3,2,18,60,3,12,120,32,119,4,172,6,342,3,54,422,34,28,42,248,955,55,3,15,15,330.3325000000001,3
2022-08-10,3,4,2,16,56,3,12,120,28,114,3,160,5,300,2,42,388,32,34,44,258,1005,74,3,17,48,460.3325000000001,66
2022-08-11,4,4,3,38,56,4,12,120,26,108,3,132,18,398,9,36,385,51,150,41,532,1115,76,4,26,52,837.3325000000001,26
2022-08-12,3,3,2,46,56,2,12,120,20,96,7,106,15,282,10,58,438,54,73,39,492,1375,50,3,28,21,682.3325000000001,6
2022-08-13,2,2,2,32,56,2,12,120,16,90,6,99,7,241,5,44,332,39,44,37,352,1222,39,2,17,16,792.3325000000001,3
