date,kitzmiller,barnum,barton,bloomington,luke,por,monoc_jug,goose,seneca,lfalls
2022-07-13T04:00:00Z,1125,224,4.96,53,293,1069,92,25,98,753.0890000000002
2022-07-13T05:00:00Z,1100,226.25,5.185,53,290,1060,92,25,98,762.0890000000002
2022-07-13T06:00:00Z,1020.75,225.5,5.925,53,293,1045,92,25,85,796.0890000000002
2022-07-13T07:00:00Z,915.75,225.5,6.27,53,291,1036,92,25,72,852.0890000000002
2022-07-13T08:00:00Z,820,224,6.45,53,289.25,1029,93,25,61,871.0890000000002
2022-07-13T09:00:00Z,734.75,225.5,6.45,53,291.25,1020,93,25,52,882.0890000000002
2022-07-13T10:00:00Z,662.5,225.5,6.27,53,289.5,1013,96,25,46,871.0890000000002
2022-07-13T11:00:00Z,596,224.75,6.27,53,291.6666667,1007,102,25,40,852.0890000000002
2022-07-13T12:00:00Z,536,224.75,6.1825,53,290.25,1007,111,25,36,847.0890000000002
2022-07-13T13:00:00Z,484.5,225.5,5.92,53,290.6666667,1007,118,26,34,847.0890000000002
2022-07-13T14:00:00Z,440.5,225.5,5.92,53,289.5,1005,123,26,32,834.0890000000002
2022-07-13T15:00:00Z,401.5,224.75,5.92,53,293,1007,127,26,32,838.0890000000002
2022-07-13T16:00:00Z,372.75,225.5,5.92,53,293,1007,131,26,31,829.0890000000002
2022-07-13T17:00:00Z,346.75,225.75,5.59,53,293,1011,145,26,32,815.0890000000002
2022-07-13T18:00:00Z,322.5,229,5.59,53,289,1027,193,26,32,811.0890000000002
2022-07-13T19:00:00Z,303.75,227,5.5075,53,291,1038,266,26,31,805.0890000000002
2022-07-13T20:00:00Z,285,224.75,5.26,53,289,1049,319,26,31,795.0890000000002
2022-07-13T21:00:00Z,270,224,5.26,53,286,1063,338,26,29,795.0890000000002
2022-07-13T22:00:00Z,254.25,224,5.11,53,286,1074,337,26,30,780.0890000000002
2022-07-13T23:00:00Z,243,224.75,4.96,53,289,1077,326,26,31,771.0890000000002
2022-07-14T00:00:00Z,232.25,224.75,4.96,53,289,1082,312,26,29,757.0890000000002
2022-07-14T01:00:00Z,221,224.75,4.735,53,286,1089,296,26,29,744.0890000000002
2022-07-14T02:00:00Z,212.5,224.75,4.66,53,288,1089,282,26,30,725.0890000000002
2022-07-14T03:00:00Z,203,225.5,4.66,53,286,1089,268,26,29,721.0890000000002
2022-07-14T04:00:00Z,194.5,224.75,4.66,53,289,1089,255,26,30,712.0890000000002
2022-07-14T05:00:00Z,186.25,225.5,4.66,53,289,1094,244,26,31,892.0890000000002
2022-07-14T06:00:00Z,179.25,224,4.66,53,290.6666667,1101,232,26,31,940.0890000000002
2022-07-14T07:00:00Z,172.5,226.25,4.45,53,290.6666667,1108,222,26,30,895.0890000000002
2022-07-14T08:00:00Z,166.25,224.75,4.38,53,286,1114,212,27,29,819.0890000000002
2022-07-14T09:00:00Z,160,224.75,4.38,53,287.5,1127,203,27,29,762.0890000000002
2022-07-14T10:00:00Z,155,225.5,4.38,53,293,1141,195,27,28,739.0890000000002
2022-07-14T11:00:00Z,151,224,4.38,53,289.3333333,1155,187,27,26,721.0890000000002
2022-07-14T12:00:00Z,149.5,224,4.38,53,288.3333333,1164,180,28,25,712.0890000000002
2022-07-14T13:00:00Z,146.75,225.5,4.38,53,293,1173,174,28,24,698.0890000000002
2022-07-14T14:00:00Z,144.5,226.25,4.31,53,291,1179,168,27,23,680.0890000000002
2022-07-14T15:00:00Z,141.25,224.75,4.1,53,293,1191,164,27,23,680.0890000000002
2022-07-14T16:00:00Z,138,225.5,4.1,53,291.6666667,1191,159,27,23,670.0890000000002
2022-07-14T17:00:00Z,134.25,227.25,4.1,53,286,1184,155,27,24,680.0890000000002
2022-07-14T18:00:00Z,130.5,229,4.1,53,290.3333333,1179,151,26,25,684.0890000000002
2022-07-14T19:00:00Z,127.5,226.25,4.1,53,289,1177,147,26,25,698.0890000000002
2022-07-14T20:00:00Z,124.5,226.25,4.1,53,287.5,1170,143,25,25,716.0890000000002
2022-07-14T21:00:00Z,120,224,3.905,53,290,1169,140,25,24,744.0890000000002
2022-07-14T22:00:00Z,118,226.25,3.84,53,289,1157,137,25,25,762.0890000000002
2022-07-14T23:00:00Z,115.5,224,3.84,53,289,1150,134,24,23,780.0890000000002
2022-07-15T00:00:00Z,112.5,225.5,3.72,53,289,1139,130,24,24,789.0890000000002
2022-07-15T01:00:00Z,110.5,224,3.6,53,289,1132,127,24,23,811.0890000000002
2022-07-15T02:00:00Z,108.5,224.75,3.6,53,288.25,1123,124,24,23,811.0890000000002
2022-07-15T03:00:00Z,106.5,224.75,3.6,53,290,1112,122,23,24,829.0890000000002
2022-07-15T04:00:00Z,104.5,224.75,3.6,53,289,1096,120,23,24,834.0890000000002
2022-07-15T05:00:00Z,103,224.75,3.6,53,290,1087,118,22,24,847.0890000000002
2022-07-15T06:00:00Z,102.5,224.75,3.6,53,290,1079,116,22,24,838.0890000000002
2022-07-15T07:00:00Z,101,224.75,3.6,53,291,1069,114,22,25,847.0890000000002
2022-07-15T08:00:00Z,100.1,224.75,3.6,53,289,1063,112,22,24,847.0890000000002
2022-07-15T09:00:00Z,99.2,224,3.6,53,290,1056,110,22,23,847.0890000000002
2022-07-15T10:00:00Z,97.775,226.25,3.6,53,292,1047,109,22,21,838.0890000000002
2022-07-15T11:00:00Z,96.85,224.75,3.6,53,291,1042,108,21,20,829.0890000000002
2022-07-15T12:00:00Z,95.5,224.75,3.6,53,289,1040,106,21,19,818.0890000000002
2022-07-15T13:00:00Z,94.55,224.75,3.6,53,290,1034,105,21,19,808.0890000000002
2022-07-15T14:00:00Z,93.15,225.5,3.6,53,289,1031,103,21,18,794.0890000000002
2022-07-15T15:00:00Z,91.8,224.75,3.6,53,291,1031,103,21,20,794.0890000000002
2022-07-15T16:00:00Z,90.45,224,3.6,53,291.6666667,1031,101,20,19,780.0890000000002
2022-07-15T17:00:00Z,89.1,225.75,3.36,53,290,1031,100,20,24,776.0890000000002
2022-07-15T18:00:00Z,88.2,228,3.36,53,289,1031,99,20,22,771.0890000000002
2022-07-15T19:00:00Z,86.925,226.25,3.36,53,290,1031,99,20,23,771.0890000000002
2022-07-15T20:00:00Z,86.05,224.75,3.36,53,290.3333333,1031,97,20,23,767.0890000000002
2022-07-15T21:00:00Z,84.7,224,3.13,53,289,1020,96,20,23,767.0890000000002
2022-07-15T22:00:00Z,83.85,224,3.13,53,289,1011,96,20,21,753.0890000000002
2022-07-15T23:00:00Z,83,224,3.13,53,289,1005,95,20,22,748.0890000000002
2022-07-16T00:00:00Z,81.3,224.75,3.13,53,290,993,94,20,22,735.0890000000002
2022-07-16T01:00:00Z,81.3,224.75,3.13,53,291,982,93,20,21,721.0890000000002
2022-07-16T02:00:00Z,79.7,224.75,2.9725,53,292,969,92,20,20,707.0890000000002
2022-07-16T03:00:00Z,79.7,224.75,2.92,53,290,960,91,21,21,702.0890000000002
2022-07-16T04:00:00Z,78,224.75,2.92,53,291.6666667,949,90,21,22,698.0890000000002
2022-07-16T05:00:00Z,78,225.5,2.92,53,292,940,89,21,22,680.0890000000002
2022-07-16T06:00:00Z,76.8,226.25,2.92,53,291,929,88,21,22,670.0890000000002
2022-07-16T07:00:00Z,76.4,225.5,2.92,53,292,925,88,20,22,661.0890000000002
2022-07-16T08:00:00Z,75.6,224,2.92,53,292,915,87,20,21,648.0890000000002
2022-07-16T09:00:00Z,74.8,224.75,2.92,53,293,907,87,20,20,639.0890000000002
2022-07-16T10:00:00Z,74.8,225.5,3.0775,53,291,900,86,20,20,628.0890000000002
2022-07-16T11:00:00Z,74.8,226.25,3.13,53,293,897,85,20,20,614.0890000000002
2022-07-16T12:00:00Z,74.4,224,3.13,53,293,894,84,20,18,609.0890000000002
2022-07-16T13:00:00Z,73.2,224.75,3.13,53,293,894,83,20,17,605.0890000000002
2022-07-16T14:00:00Z,73.2,225.5,3.13,53,292,889,82,19,17,600.0890000000002
2022-07-16T15:00:00Z,73.2,224,3.13,53,293,885,81,19,17,596.0890000000002
2022-07-16T16:00:00Z,72.4,224.75,3.13,53,292,885,80,19,17,591.0890000000002
2022-07-16T17:00:00Z,71.6,225.75,3.13,53,291.6666667,885,80,19,18,582.0890000000002
2022-07-16T18:00:00Z,71.6,228,3.13,53,292,887,81,19,19,577.0890000000002
2022-07-16T19:00:00Z,71.6,226.25,3.13,53,293,894,80,19,21,573.0890000000002
2022-07-16T20:00:00Z,70.475,224.75,3.13,53,292,894,81,19,22,569.0890000000002
2022-07-16T21:00:00Z,70.1,225.5,3.13,53,293,896,83,19,22,558.0890000000002
2022-07-16T22:00:00Z,70.1,224.75,3.13,53,291.6666667,900,86,18,21,561.0890000000002
2022-07-16T23:00:00Z,68.9,224,3.13,53,293,899,87,18,22,630.0890000000002
2022-07-17T00:00:00Z,68.5,224,3.13,53,293,899,87,18,21,670.0890000000002
2022-07-17T01:00:00Z,68.6,224,3.0775,53,291,897,86,18,21,735.0890000000002
2022-07-17T02:00:00Z,68.6,228,2.92,53.225,292.6666667,899,85,18,22,675.0890000000002
2022-07-17T03:00:00Z,68.6,226.25,2.92,53,296.75,900,84,18,22,609.0890000000002
2022-07-17T04:00:00Z,68.6,224.75,2.92,53,295.25,900,83,18,22,577.0890000000002
2022-07-17T05:00:00Z,68.6,225.5,2.92,53,296,889,82,18,21,558.0890000000002
2022-07-17T06:00:00Z,68.6,224.75,2.92,53,292,874,83,18,22,553.0890000000002
2022-07-17T07:00:00Z,68.6,226.25,2.92,53,291.6666667,865,84,19,20,532.0890000000002
2022-07-17T08:00:00Z,68.6,224,2.92,53,291.6666667,864,84,20,21,519.0890000000002
2022-07-17T09:00:00Z,69.35,224.75,2.92,53,293,864,85,21,21,506.08900000000017
2022-07-17T10:00:00Z,70.1,224.75,2.92,53,289,870,85,23,20,494.08900000000017
2022-07-17T11:00:00Z,70.1,224.75,2.92,53,290,870,85,25,19,490.08900000000017
2022-07-17T12:00:00Z,70.1,224,2.92,53,294.5,870,85,26,18,486.08900000000017
2022-07-17T13:00:00Z,70.1,224,3.0775,53,292,870,85,27,17,490.08900000000017
2022-07-17T14:00:00Z,70.1,225.5,3.13,53,290,870,85,27,17,472.08900000000017
2022-07-17T15:00:00Z,70.1,225.5,3.13,53,293,867,84,28,16,472.08900000000017
2022-07-17T16:00:00Z,70.1,224.75,3.13,53,291.6666667,864,84,29,17,472.08900000000017
2022-07-17T17:00:00Z,70.1,225.75,3.13,53,292,853,86,31,17,457.08900000000017
2022-07-17T18:00:00Z,70.1,227,3.13,53,290,851,89,32,18,457.08900000000017
2022-07-17T19:00:00Z,70.1,226.25,3.245,53,292,848,95,36,19,452.08900000000017
2022-07-17T20:00:00Z,70.1,227.5,3.36,53,296.75,845,103,41,22,448.08900000000017
2022-07-17T21:00:00Z,71.3,228.75,3.36,53,296,842,110,44,23,457.08900000000017
2022-07-17T22:00:00Z,71.7,224.75,3.36,53,295,840,115,45,22,448.08900000000017
2022-07-17T23:00:00Z,72.45,224,3.36,53,298.25,833,118,44,23,457.08900000000017
2022-07-18T00:00:00Z,73.2,226.25,3.36,53,299,833,119,43,23,452.08900000000017
2022-07-18T01:00:00Z,74.4,227,3.66,54.175,301.25,833,121,42,22,457.08900000000017
2022-07-18T02:00:00Z,78.1,227,3.97,53,305,842,122,42,21,457.08900000000017
2022-07-18T03:00:00Z,82.25,227,4.45,53,303,842,123,42,22,448.08900000000017
2022-07-18T04:00:00Z,87.45,226.25,4.96,53,304,844,125,41,22,439.08900000000017
2022-07-18T05:00:00Z,95.125,227,5.5075,53,302,845,127,39,21,443.08900000000017
2022-07-18T06:00:00Z,135,224.75,6.0075,53,301.25,845,131,39,23,439.08900000000017
2022-07-18T07:00:00Z,173,227,6.54,53,298.25,842,130,38,23,439.08900000000017
2022-07-18T08:00:00Z,183.5,224.75,7.01,53,299,842,127,38,21,443.08900000000017
2022-07-18T09:00:00Z,182,225.5,7.72,53,297.5,842,124,37,21,439.08900000000017
2022-07-18T10:00:00Z,202.5,225.5,8.91,53,297.5,842,121,37,20,439.08900000000017
2022-07-18T11:00:00Z,243.5,226.25,9.985,53,296,842,117,37,18,439.08900000000017
2022-07-18T12:00:00Z,335,224.75,10.975,53,296,833,114,37,18,439.08900000000017
2022-07-18T13:00:00Z,354,226.25,17.475,53,298.25,833,112,37,18,439.08900000000017
2022-07-18T14:00:00Z,347.75,226.25,18.5,53,299.75,830,111,37,17,439.08900000000017
2022-07-18T15:00:00Z,335.75,225.5,17.925,53,296.75,827,111,37,17,435.08900000000017
2022-07-18T16:00:00Z,323,226.25,17.4,53,295.25,822,111,36,17,427.08900000000017
2022-07-18T17:00:00Z,309.75,228,17.225,53,295,822,111,35,18,423.08900000000017
2022-07-18T18:00:00Z,298.25,229,16.7,53,298.25,825,110,35,20,416.08900000000017
2022-07-18T19:00:00Z,288.25,227,17.05,53,299,831,109,34,21,419.08900000000017
2022-07-18T20:00:00Z,278.25,226.25,16.7,53,295.25,893,118,36,21,419.08900000000017
2022-07-18T21:00:00Z,267.75,226.25,16,53,292.75,940,131,45,24,432.08900000000017
2022-07-18T22:00:00Z,262.5,226.25,15.65,53,294.5,964,199,56,27,452.08900000000017
2022-07-18T23:00:00Z,255,224.75,15,53,293.5,988,257,76,31,514.0890000000002
2022-07-19T00:00:00Z,249,224.75,14.35,53,289.25,1059,241,95,37,561.0890000000002
2022-07-19T01:00:00Z,242.25,224,13.7,53,288.25,1185,202,109,89,558.0890000000002
2022-07-19T02:00:00Z,240,224,13.4,53,289,1310,171,108,125,553.0890000000002
2022-07-19T03:00:00Z,240,224.75,12.8,53,287.5,1381,153,102,147,561.0890000000002
2022-07-19T04:00:00Z,240,224.75,12.5,53,287,1413,143,94,143,573.0890000000002
2022-07-19T05:00:00Z,242.25,224,12.2,53,286,1418,137,91,129,569.0890000000002
2022-07-19T06:00:00Z,242.25,224,11.7,53,288,1407,133,102,114,573.0890000000002
2022-07-19T07:00:00Z,240,225.5,11.4,53,287.5,1386,129,113,98,577.0890000000002
2022-07-19T08:00:00Z,237.75,225.5,11.1,53,290,1361,125,116,85,587.0890000000002
2022-07-19T09:00:00Z,234.25,224.75,10.725,53,290.3333333,1336,122,115,75,596.0890000000002
2022-07-19T10:00:00Z,229,224.75,10.6,53,288.3333333,1313,119,111,66,617.0890000000002
2022-07-19T11:00:00Z,223.75,226.25,10.1,53,286,1299,116,109,58,648.0890000000002
2022-07-19T12:00:00Z,217.25,225.5,10.1,53,290,1277,113,106,51,680.0890000000002
2022-07-19T13:00:00Z,209.25,225.5,9.74,53,287,1263,111,103,45,712.0890000000002
2022-07-19T14:00:00Z,202,226.25,9.62,53,287,1243,110,101,42,739.0890000000002
2022-07-19T15:00:00Z,195.75,227,9.38,53,289.5,1227,109,98,40,753.0890000000002
2022-07-19T16:00:00Z,189.5,227,9.14,53,292.5,1211,109,97,39,767.0890000000002
2022-07-19T17:00:00Z,183.5,228,9.025,53,291.75,1193,109,97,37,776.0890000000002
2022-07-19T18:00:00Z,178.5,231,8.795,53,288.3333333,1175,108,97,37,789.0890000000002
2022-07-19T19:00:00Z,173,227,8.68,53,289,1159,108,95,35,817.0890000000002
2022-07-19T20:00:00Z,168,227,8.35,53,294,1146,107,92,35,851.0890000000002
2022-07-19T21:00:00Z,164,227,8.24,53,292.75,1130,107,88,32,899.0890000000002
2022-07-19T22:00:00Z,159.5,227,7.82,53,286,1118,107,83,32,953.0890000000002
2022-07-19T23:00:00Z,155.5,227,7.82,53,293.5,1105,107,79,32,1003.0890000000002
2022-07-20T00:00:00Z,152.5,227,7.41,53,290,1094,107,76,30,1034.0890000000002
2022-07-20T01:00:00Z,150.5,227,7.41,53,289,1089,109,73,29,1059.0890000000002
2022-07-20T02:00:00Z,149,227,7.31,53,288.3333333,1082,110,69,29,1064.0890000000002
2022-07-20T03:00:00Z,147.5,227,7.01,53,289,1089,111,66,29,1080.0890000000002
2022-07-20T04:00:00Z,144.75,227,7.01,53,290.3333333,1094,112,63,29,1069.0890000000002
2022-07-20T05:00:00Z,142,227,6.915,53,295,1103,112,61,28,1053.0890000000002
2022-07-20T06:00:00Z,139.25,227,6.63,53,292.75,1112,112,58,29,1029.0890000000002
2022-07-20T07:00:00Z,136.5,227,6.63,53,294,1118,112,57,29,1019.0890000000002
2022-07-20T08:00:00Z,134,227,6.63,53,294.5,1123,111,55,28,992.0890000000002
2022-07-20T09:00:00Z,130.75,226.25,6.45,53,292.75,1125,109,53,27,973.0890000000002
2022-07-20T10:00:00Z,127.5,227,6.27,53,296,1132,107,51,25,953.0890000000002
2022-07-20T11:00:00Z,125,227,6.27,53,291.75,1132,106,50,24,918.0890000000002
2022-07-20T12:00:00Z,123,227,6.095,53,293,1132,103,48,22,898.0890000000002
2022-07-20T13:00:00Z,120.5,227,5.92,53,294.5,1130,101,47,22,879.0890000000002
