date_time,unity,cattail,hawlings,kitzmiller,barnum,barton,bloomington,luke,wills,nbp_cumb,patterson,sbr,town,pawpaw,sideling,cacapon,hancock,conoco,opequon,antietam,shen_mill,por,monoc_jug,bennett,goose,seneca,lfalls,cedar
2022-02-06,12,7,8,248,185,52,101,298,267,751,143,1776,153,3326,114,592,4760,445,122,138,3570,11595,543,23,177,49,11609.089,59
2022-02-07,11,6,7,208,185,36,102,295,196,622,114,1102,106,2291,72,394,3082,348,88,119,2563,8544,403,21,137,39,10297.089,40
2022-02-08,11,6,7,183,184,28,100,292,158,555,96,784,83,1779,53,301,2298,293,75,110,1889,6316,357,19,121,36,7246.089,34
2022-02-09,10,6,6,163,165,24,100,277,132,500,80,607,65,1468,39,246,1877,253,67,109,1498,5096,314,17,103,33,5507.089,28
2022-02-10,9,6,6,175,128,23,86,225,133,452,72,500,62,1275,36,208,1614,232,62,100,1266,4211,288,16,92,31,4439.089,24
2022-02-11,9,6,6,172,128,22,79,218,133,424,64,433,59,1144,33,186,1440,215,59,93,1077,3661,272,15,82,30,3706.089,26
2022-02-12,9,6,5,203,128,25,79,220,153,439,58,378,56,1068,32,165,1315,202,56,88,961,3234,251,14,74,29,3279.089,23
2022-02-13,9,6,6,195,129,26,79,220,160,445,52,345,54,1044,31,148,1257,192,54,85,867,2935,248,15,70,31,2974.089,26
2022-02-14,8,6,5,160,129,23,78,217,142,421,46,317,47,973,28,134,1190,176,52,82,809,2740,240,14,68,30,2700.089,25
2022-02-15,8,5,5,135,129,28,65,205,116,375,39,282,34,870,19,119,1083,146,49,78,763,2575,206,12,58,27,2501.089,21
2022-02-16,8,5,5,134,129,24,56,197,110,360,36,247,38,793,23,100,970,138,46,75,738,2371,183,12,55,27,2291.089,20
2022-02-17,8,6,5,200,131,31,58,209,128,369,37,248,40,760,24,96,915,146,46,75,687,2182,183,13,54,28,2080.089,20
2022-02-18,8,6,6,833,168,152,64,283,430,940,114,415,266,1733,181,128,1492,409,50,88,662,2136,345,13,57,32,1931.0890000000002,21
2022-02-19,8,5,5,357,189,92,100,311,317,827,121,1166,181,2462,142,204,2706,424,49,96,656,3387,485,12,52,28,2199.089,18
2022-02-20,7,5,5,261,189,55,117,317,230,705,101,915,115,2154,85,211,2664,305,45,81,653,4729,269,11,46,26,3951.089,16
2022-02-21,7,5,5,231,188,38,117,314,185,622,87,687,90,1745,60,179,2133,258,44,79,705,4424,218,11,43,25,4286.089,15
2022-02-22,7,5,5,213,262,32,116,381,158,592,76,555,75,1492,47,161,1809,238,44,78,705,3753,213,11,45,25,3737.089,16
2022-02-23,8,5,5,207,301,30,115,427,149,671,67,479,67,1428,41,147,1629,231,45,80,699,3295,241,12,46,27,3249.089,8
2022-02-24,7,5,5,178,300,25,115,424,127,629,58,439,55,1330,32,135,1559,210,43,79,680,3051,246,11,46,25,2944.089,9
2022-02-25,12,9,11,650,311,56,116,473,239,888,138,516,99,1577,45,145,1547,242,62,90,717,3036,348,20,159,71,3157.089,42
2022-02-26,10,7,8,415,305,80,117,458,275,1016,177,1343,148,2807,94,253,2639,333,94,102,894,3417,708,18,159,47,3310.089,29
2022-02-27,9,6,7,298,305,58,132,464,247,906,140,1211,112,2661,78,314,3204,283,74,92,979,5187,397,15,115,36,4256.089,23
2022-02-28,8,5,6,248,305,41,139,467,203,836,116,931,91,2240,62,271,2706,248,63,86,1016,5523,320,14,99,33,5385.089,19
2022-03-01,8,5,6,215,261,31,138,421,165,745,98,723,74,1889,47,233,2282,221,56,84,931,4790,276,13,86,31,4866.089,17
2022-03-02,8,5,5,190,237,26,138,388,140,635,84,586,63,1587,39,200,1947,204,53,85,870,4150,253,13,80,30,4164.089,16
2022-03-03,8,5,5,188,204,23,122,342,124,592,73,497,55,1397,33,175,1678,190,50,83,815,3600,235,12,73,29,3645.089,14
2022-03-04,7,5,5,167,162,18,92,267,104,473,64,467,46,1224,27,154,1495,173,47,78,754,3173,212,11,64,27,3157.089,12
2022-03-05,7,5,5,150,152,16,67,230,93,397,57,397,41,1050,23,138,1312,159,45,78,699,2850,194,11,59,27,2791.089,8
2022-03-06,7,5,5,140,151,15,58,222,87,366,52,354,38,934,21,121,1144,153,44,77,650,2551,187,11,57,27,2504.089,7
2022-03-07,7,5,5,147,151,16,58,222,85,363,48,330,37,882,21,113,1056,151,44,77,622,2322,187,12,57,28,2236.089,7
2022-03-08,7,5,5,175,151,16,46,211,84,363,45,412,38,906,23,108,1019,157,44,77,601,2203,198,11,56,27,2043.0890000000002,8
2022-03-09,9,6,6,191,152,16,37,205,85,345,49,531,36,1028,22,109,1102,157,44,78,589,2166,207,14,56,39,2019.0890000000002,27
2022-03-10,9,6,7,208,152,17,37,205,90,378,62,561,53,1163,33,112,1260,190,56,83,595,2246,302,15,77,41,2068.089,29
2022-03-11,8,5,5,174,152,18,37,204,84,354,59,568,46,1159,33,119,1355,177,53,78,601,2493,280,13,62,32,2208.089,20
2022-03-12,10,8,9,168,152,20,37,204,85,354,57,531,46,1111,35,119,1315,167,50,76,638,2627,240,16,65,55,2532.089,70
2022-03-13,10,7,8,153,152,19,37,201,80,342,52,494,42,1062,33,111,1260,164,51,77,647,2584,263,16,76,51,2577.089,48
2022-03-14,10,7,7,149,152,18,37,201,81,339,49,442,42,995,31,112,1190,156,52,75,656,2536,252,18,72,43,2468.089,39
2022-03-15,10,7,7,168,152,19,37,201,84,339,47,418,49,979,37,119,1166,168,58,80,729,2517,326,22,81,43,2434.089,30
2022-03-16,9,6,6,148,132,18,37,184,82,333,44,415,48,964,38,158,1187,174,58,83,729,2536,308,19,79,37,2480.089,19
2022-03-17,9,6,6,152,122,19,37,172,86,308,44,409,47,934,38,191,1208,167,54,81,732,2591,257,17,76,44,2483.089,23
2022-03-18,9,6,6,144,123,18,37,171,85,308,43,415,46,928,35,202,1178,163,54,80,748,2603,240,17,76,49,2465.089,24
2022-03-19,8,5,6,132,122,17,37,171,82,302,41,394,42,894,31,218,1181,157,51,78,793,2581,233,16,70,45,2434.089,17
2022-03-20,8,5,5,122,107,15,30,151,79,294,38,366,39,845,28,201,1117,156,54,84,888,2746,246,15,64,44,2425.089,14
2022-03-21,7,5,5,120,94,14,27,131,72,254,35,333,34,769,24,200,1056,146,50,78,842,2594,236,13,58,35,2483.089,10
2022-03-22,7,5,5,112,94,13,27,131,67,240,33,302,30,696,20,169,943,135,47,76,793,2435,200,13,54,27,2278.089,9
2022-03-23,8,5,5,116,95,13,27,132,68,238,32,278,29,662,19,150,870,131,46,75,745,2249,191,13,54,27,2129.089,8
2022-03-24,9,6,10,143,96,18,28,136,88,265,38,291,34,687,21,144,842,145,51,78,726,2163,311,17,76,36,2120.089,28
2022-03-25,8,6,11,154,95,36,28,139,131,333,78,375,52,885,29,169,946,150,53,81,717,2121,403,14,72,30,2141.089,18
2022-03-26,8,5,7,148,96,38,28,138,130,326,81,388,49,998,31,163,1187,138,49,76,741,2188,281,13,61,28,2095.089,13
2022-03-27,7,5,6,149,96,35,28,139,130,326,73,366,43,943,29,150,1156,128,45,73,763,2468,235,12,55,27,2089.089,10
2022-03-28,7,5,5,139,96,30,35,143,118,311,69,348,38,894,27,141,1095,120,44,71,723,2426,203,12,50,28,2236.089,8
2022-03-29,7,5,5,128,96,27,38,147,105,299,61,317,34,830,24,128,1025,113,41,70,690,2264,183,11,47,25,2092.089,7
2022-03-30,7,5,5,150,97,26,38,149,103,297,56,291,32,781,22,116,958,108,41,69,653,2160,172,11,45,25,1921.0890000000002,6
2022-03-31,7,5,5,260,97,52,39,159,191,369,57,292,35,778,24,111,931,110,42,70,626,2069,183,14,46,26,1839.0890000000002,7
2022-04-01,9,5,7,280,139,92,74,224,412,705,77,571,76,1294,61,116,1166,246,56,85,641,2102,461,37,69,32,1976.0890000000002,12
2022-04-02,7,5,5,226,225,66,115,348,276,671,66,912,59,1880,52,195,1904,222,59,80,641,2502,427,18,66,29,2227.089,11
2022-04-03,7,5,5,202,249,49,132,391,212,683,59,674,52,1642,44,197,1974,177,49,71,632,3295,263,16,52,28,2669.089,9
2022-04-04,7,5,5,179,248,36,128,384,171,641,52,552,46,1449,38,170,1736,159,47,69,632,3356,225,14,49,26,3127.089,8
2022-04-05,7,5,5,165,248,30,155,415,146,601,49,470,42,1285,33,152,1556,146,45,69,601,2996,204,14,48,27,2944.089,8
2022-04-06,30,21,35,406,403,103,171,650,421,1333,258,748,194,2456,93,255,1910,187,217,82,769,3143,366,74,409,134,3737.089,258
2022-04-07,29,18,23,357,555,113,214,845,555,1727,268,1385,291,3967,215,781,4882,415,378,121,1489,5401,806,84,427,112,4347.089,136
2022-04-08,29,14,20,333,494,99,229,809,503,1748,249,2291,288,4882,240,1166,6469,677,369,185,2475,10954,1858,67,497,112,10724.089,114
2022-04-09,19,9,11,293,378,74,229,662,372,1306,186,1892,189,4089,142,860,5736,497,188,155,3045,12083,809,44,333,81,13715.089,66
2022-04-10,14,8,8,275,354,52,187,586,276,1117,149,1352,134,3143,92,610,4180,409,129,139,2697,9978,616,34,243,63,11945.089,44
2022-04-11,12,7,7,240,311,39,135,470,213,876,123,1016,99,2468,63,452,3234,339,103,124,2099,7781,485,28,187,49,9107.089,32
2022-04-12,11,6,7,218,264,32,97,381,181,735,106,812,82,2032,49,360,2566,293,90,116,1678,6286,409,25,156,42,7185.089,27
2022-04-13,10,6,6,197,212,27,87,320,154,610,92,677,69,1700,40,302,2160,260,81,110,1394,5309,360,23,135,36,5781.089,23
2022-04-14,10,6,6,178,143,24,86,243,136,494,79,580,61,1452,35,259,1864,238,75,106,1193,4546,323,21,119,32,4835.089,18
2022-04-15,9,6,5,160,139,20,85,235,117,436,67,510,52,1233,29,225,1587,213,68,100,1050,3936,288,19,103,31,4103.089,15
2022-04-16,9,5,5,144,139,17,69,220,104,403,57,442,45,1095,25,196,1391,192,64,95,946,3356,254,18,89,30,3554.089,14
2022-04-17,8,5,5,137,139,16,63,212,99,378,49,391,41,986,23,171,1245,178,60,92,842,2972,231,16,81,28,3096.089,13
2022-04-18,10,6,6,141,139,16,62,216,96,372,46,369,39,918,21,158,1144,171,59,93,784,2725,229,20,84,31,2761.089,13
2022-04-19,17,10,11,183,140,16,62,216,117,421,54,406,55,1040,31,171,1181,237,93,122,867,2844,534,29,261,52,2944.089,35
2022-04-20,10,6,6,195,142,20,62,228,146,470,64,467,101,1303,63,235,1498,281,96,114,946,3021,507,20,155,30,3249.089,21
2022-04-21,9,6,6,274,216,58,63,301,227,632,60,458,99,1373,74,239,1663,224,77,102,1062,3631,311,18,121,27,3310.089,15
2022-04-22,9,6,5,238,295,103,103,415,278,827,56,558,88,1581,69,210,1758,202,71,95,1047,3692,271,17,109,26,3615.089,12
2022-04-23,8,5,5,192,354,72,119,491,254,876,52,580,74,1718,53,195,1928,183,65,92,976,3631,244,16,97,25,3523.089,11
2022-04-24,8,5,5,172,323,48,120,470,207,851,49,531,65,1642,45,179,1886,170,61,90,928,3692,222,15,89,25,3462.089,10
2022-04-25,8,5,5,156,168,34,97,289,169,641,45,479,57,1446,37,167,1758,161,58,88,879,3570,209,14,81,27,3432.089,9
2022-04-26,8,5,5,150,139,36,88,243,170,510,42,427,52,1172,31,157,1486,152,56,85,839,3326,199,14,77,29,3249.089,9
2022-04-27,8,5,5,139,138,33,70,225,144,482,39,388,65,1135,29,146,1333,148,55,83,790,2938,197,14,75,29,3005.089,8
2022-04-28,7,5,4,121,132,30,63,211,120,418,35,363,49,995,23,151,1242,139,52,79,748,2639,185,13,65,28,2608.089,7
2022-04-29,7,5,4,113,122,26,63,198,108,381,33,330,44,906,20,139,1126,129,50,77,818,2563,168,12,60,25,2397.089,6
2022-04-30,7,5,4,106,122,22,63,197,99,360,30,303,41,836,18,124,1025,122,48,76,760,2389,158,12,56,23,2303.089,6
2022-05-01,7,5,5,111,122,38,63,200,134,394,31,288,40,809,18,118,973,120,49,77,699,2200,158,13,56,26,2117.089,6
2022-05-02,8,5,5,135,122,76,63,200,181,491,37,284,65,998,26,121,1044,141,58,91,683,2188,181,14,63,28,2022.0890000000002,7
2022-05-03,7,5,4,112,168,64,80,250,155,439,36,262,53,940,23,119,1166,132,53,83,656,2194,185,12,57,24,1979.0890000000002,6
2022-05-04,13,8,13,311,336,106,174,546,233,848,86,775,101,1492,48,336,1245,167,116,103,821,2484,239,22,296,84,2791.089,15
2022-05-05,9,6,7,203,378,88,207,626,208,1016,88,1111,106,2667,58,1291,3753,172,120,96,1822,4241,264,17,189,41,3157.089,12
2022-05-06,40,30,22,571,424,112,220,723,439,1349,149,815,206,2566,127,696,3356,394,98,126,1285,6560,906,62,159,107,5720.089,13
2022-05-07,124,76,81,912,726,348,323,1230,1776,3967,571,3448,992,8299,958,2102,10222,1779,571,510,2050,10374,5309,195,1132,388,13196.089,183
2022-05-08,45,19,25,610,677,210,464,1309,1166,3448,421,5462,815,11839,491,3265,18094,1843,613,461,4638,28834,4211,77,772,184,29428.089,110
2022-05-09,28,11,12,391,815,117,261,1196,592,2200,293,2920,305,6591,194,1693,10283,900,238,304,3723,24929,1211,47,391,103,30649.089,53
2022-05-10,21,9,9,298,741,70,233,1071,369,1761,208,1751,191,4485,108,1044,6255,647,156,246,2661,14097,802,35,263,59,18200.089,32
2022-05-11,17,8,7,247,409,43,214,690,263,1291,165,1230,136,3387,72,687,4455,507,121,207,2026,9917,616,30,203,42,12158.089,25
2022-05-12,14,7,7,211,284,31,128,442,203,885,136,921,104,2472,52,482,3295,424,103,184,1605,7750,513,26,165,38,9077.089,20
2022-05-13,15,8,7,190,171,26,54,253,167,626,116,732,85,1953,41,384,2554,369,96,170,1336,6255,455,26,162,40,7185.089,22
2022-05-14,14,8,7,184,138,31,41,200,163,482,100,629,77,1577,38,333,2084,339,93,164,1169,5340,430,24,156,47,5873.089,22
2022-05-15,15,8,7,167,211,29,41,257,159,485,85,613,67,1449,32,294,1815,357,101,157,1111,4668,409,23,137,46,4988.089,17
2022-05-16,17,9,10,152,245,22,40,296,133,537,80,708,58,1657,50,263,1846,372,118,151,1309,4607,449,23,133,44,4652.089,60
2022-05-17,13,7,7,151,177,18,39,237,117,488,66,644,52,1501,36,242,1831,303,87,137,1367,4607,375,20,114,31,4591.089,51
2022-05-18,11,6,6,125,139,15,39,192,97,360,55,537,42,1233,27,205,1602,258,76,127,1388,4424,298,17,94,28,4378.089,21
2022-05-19,12,7,6,159,132,19,39,187,103,366,50,476,41,1098,25,194,1352,283,91,148,1227,4028,381,19,92,31,4012.089,15
2022-05-20,10,6,5,154,122,22,39,177,129,372,43,458,44,1059,23,211,1312,275,84,141,1062,3600,467,17,85,28,3737.089,12
2022-05-21,9,6,5,129,187,21,39,236,128,397,36,409,58,1092,27,185,1303,259,74,124,928,3295,303,16,77,27,3371.089,11
2022-05-22,71,59,57,123,187,17,38,235,101,388,30,397,38,989,20,158,1211,223,67,123,812,3082,259,48,111,91,3157.089,12
2022-05-23,60,37,115,118,121,15,38,172,90,345,25,394,30,940,16,130,1108,203,63,113,827,2886,238,62,188,326,3951.089,97
2022-05-24,23,10,16,110,114,13,32,160,81,295,22,366,27,815,14,113,1019,186,62,110,748,2618,235,27,118,120,3035.089,61
2022-05-25,18,8,10,101,110,12,29,152,75,267,19,394,25,784,12,107,918,175,61,105,702,2404,214,22,114,65,2608.089,46
2022-05-26,14,7,8,93,109,11,30,150,67,254,18,381,23,766,11,107,903,164,59,97,708,2243,194,19,92,61,2297.089,27
2022-05-27,17,9,11,142,124,15,30,168,106,300,20,363,27,757,11,103,876,172,64,117,796,2377,238,29,107,58,2217.089,28
2022-05-28,30,15,23,146,137,15,30,179,129,394,23,485,74,1047,20,114,992,245,141,132,1001,2694,320,38,159,152,2974.089,69
2022-05-29,16,8,10,115,118,11,30,161,91,317,20,555,43,1095,18,185,1309,189,87,108,1516,3173,246,23,108,68,2974.089,29
2022-05-30,13,7,8,97,110,10,22,144,78,269,17,497,31,946,13,157,1202,160,68,97,1651,3845,189,19,89,35,3462.089,18
2022-05-31,11,6,7,86,109,9,19,138,68,241,15,418,25,809,10,125,1025,143,62,95,1358,3326,169,18,78,33,3462.089,12
2022-06-01,10,6,6,79,103,8,19,133,60,226,13,348,21,702,8,103,879,131,58,94,1102,2798,150,16,69,30,2944.089,10
2022-06-02,10,6,6,76,100,7,19,128,56,212,12,295,18,626,7,89,772,120,56,89,955,2417,140,15,65,31,2638.089,19
2022-06-03,9,5,6,76,96,6,18,124,55,208,11,258,18,574,6,80,693,115,57,88,897,2176,135,14,148,32,2480.089,74
2022-06-04,9,5,5,66,89,6,117,211,46,223,10,231,16,531,5,72,635,109,55,84,836,2038,130,13,87,29,2043.0890000000002,26
2022-06-05,8,5,5,62,89,5,18,120,40,234,9,202,14,564,4,64,583,100,50,81,754,1837,121,12,67,32,1738.0890000000002,14
2022-06-06,8,5,6,59,87,5,18,120,37,171,8,176,12,439,4,57,610,94,48,78,668,1690,110,12,62,28,1500.0890000000002,9
2022-06-07,8,5,5,56,83,5,18,120,36,167,8,158,12,406,3,52,482,90,46,76,583,1593,107,12,57,25,1326.0890000000002,6
2022-06-08,12,6,15,51,82,6,18,120,39,171,8,149,12,394,3,53,461,91,48,78,552,1477,117,13,63,45,1284.0890000000002,7
2022-06-09,20,11,33,55,82,8,18,120,69,198,10,161,16,415,3,57,464,96,53,77,555,1455,146,17,64,164,1546.0890000000002,10
2022-06-10,10,6,9,52,84,5,18,120,50,178,8,195,22,461,6,69,491,139,56,74,589,1419,127,12,60,43,1229.0890000000002,7
2022-06-11,9,5,7,60,85,5,18,120,41,169,8,227,14,482,5,64,525,97,48,71,708,1577,110,12,52,33,1119.0890000000002,6
2022-06-12,9,5,6,65,85,5,18,120,38,167,8,176,12,436,4,58,537,90,47,72,680,1654,113,14,51,32,1287.0890000000002,7
2022-06-13,8,5,6,56,84,4,18,120,37,166,8,155,11,400,3,53,482,91,46,71,583,1538,121,12,49,33,1290.0890000000002,7
2022-06-14,8,5,6,53,120,4,18,145,38,171,7,149,11,381,4,51,452,107,45,85,534,1471,124,12,44,38,1235.0890000000002,6
2022-06-15,8,5,5,47,81,4,18,120,33,187,7,138,12,400,6,48,433,105,43,83,534,1425,141,11,41,33,1116.0890000000002,5
2022-06-16,7,4,5,38,81,3,18,120,29,152,6,144,11,357,6,43,452,96,43,71,525,1382,130,10,56,31,1046.0890000000002,4
2022-06-17,7,4,5,33,81,3,18,120,26,148,5,145,10,357,4,40,397,99,44,71,482,1379,105,10,93,30,1104.0890000000002,6
2022-06-18,6,4,4,28,78,3,18,120,23,142,5,121,8,323,3,37,384,79,40,66,427,1239,93,9,46,28,969.0890000000002,4
2022-06-19,6,4,4,22,76,2,18,120,21,134,4,106,7,300,2,34,351,71,38,63,388,1123,84,8,34,23,792.0890000000002,4
2022-06-20,6,4,4,20,76,2,18,120,20,131,4,96,6,283,2,31,323,66,37,61,363,1031,77,8,30,22,661.0890000000002,3
2022-06-21,6,4,4,19,75,2,18,120,20,133,4,89,6,276,1,29,308,65,38,61,336,970,73,8,28,24,567.0890000000002,3
2022-06-22,7,6,8,21,75,2,18,120,20,132,4,84,6,274,2,30,308,66,39,65,360,976,78,10,34,26,567.0890000000002,5
2022-06-23,13,13,25,70,75,4,18,120,24,150,5,86,13,281,44,45,372,116,135,82,589,1126,110,17,119,70,1037.0890000000002,45
2022-06-24,8,5,8,34,75,2,18,120,19,140,6,103,18,311,24,39,357,109,77,72,790,1819,156,11,73,31,966.0890000000002,18
2022-06-25,7,5,6,28,74,2,18,120,18,131,6,103,11,291,12,44,360,84,53,66,561,1574,120,9,49,27,1452.0890000000002,9
2022-06-26,6,4,5,37,75,2,18,120,17,131,6,99,9,294,8,46,345,73,47,62,516,1330,95,9,39,25,1128.0890000000002,6
2022-06-27,6,4,5,28,76,4,18,120,20,141,5,101,8,287,5,38,339,70,106,64,702,1303,84,8,74,26,911.0890000000002,5
2022-06-28,6,4,4,31,76,3,18,120,23,141,5,127,7,305,4,74,345,70,70,63,683,1584,83,8,52,23,936.0890000000002,4
2022-06-29,5,4,4,24,75,2,18,120,18,131,5,147,7,320,4,74,378,64,51,60,531,1297,77,7,38,22,NA,4
2022-06-30,5,4,4,21,75,1,17,120,16,126,4,124,6,311,3,56,378,59,46,58,513,1248,69,7,31,22,792.0890000000002,3
2022-07-01,5,4,3,21,76,1,17,120,15,124,4,99,5,279,2,43,351,56,45,57,449,1178,63,9,28,24,728.0890000000002,3
2022-07-02,6,4,4,22,76,1,17,120,15,125,4,92,5,267,2,38,317,62,57,69,406,1117,79,9,29,50,823.0890000000002,2
2022-07-03,6,4,8,21,76,1,109,194,15,144,4,84,6,260,2,37,299,57,47,83,372,1297,74,8,35,38,1101.0890000000002,2
2022-07-04,5,4,4,19,76,1,17,120,14,189,3,83,5,330,2,34,288,56,43,61,357,1068,71,7,27,25,875.0890000000002,2
2022-07-05,5,4,4,17,76,1,17,120,14,122,3,78,4,260,2,42,360,52,41,57,384,995,70,7,24,22,612.0890000000002,2
2022-07-06,6,4,5,17,75,2,17,120,14,121,3,71,4,243,1,36,294,60,41,56,357,970,65,8,26,24,554.0890000000002,2
2022-07-07,12,8,9,19,75,2,17,120,17,126,3,71,4,239,1,33,274,114,39,77,326,998,265,14,26,31,554.0890000000002,2
2022-07-08,6,4,5,23,74,2,16,120,20,128,3,70,6,242,4,31,266,99,38,81,320,958,348,8,23,24,637.0890000000002,2
2022-07-09,9,6,12,24,74,2,16,120,18,127,3,69,7,244,5,32,274,74,52,92,305,1056,165,11,28,32,2300.089,208
2022-07-10,8,5,8,29,74,2,16,120,17,127,4,68,6,238,3,34,274,66,52,70,372,1053,166,10,40,30,936.0890000000002,124
2022-07-11,6,4,5,23,74,1,16,120,15,121,4,68,5,235,3,34,265,59,44,63,415,1068,128,8,31,24,741.0890000000002,33
2022-07-12,5,4,6,50,72,1,16,120,13,119,4,66,5,227,2,34,258,58,41,61,467,1095,98,7,24,31,695.0890000000002,20
2022-07-13,5,4,5,135,69,2,16,120,15,119,4,68,4,225,2,32,253,82,48,94,452,1044,196,6,26,39,808.0890000000002,82
2022-07-14,5,3,7,41,69,1,16,120,15,115,4,63,4,223,2,34,244,62,42,69,500,1147,162,6,26,25,765.0890000000002,43
2022-07-15,4,3,4,27,69,1,16,120,13,113,4,57,4,211,1,36,249,54,38,60,415,1022,101,5,21,22,780.0890000000002,47
